depth	min.95	max.95	median	mean
200	873	1780	1341	1337
201	887	1790	1357	1350
202	898	1796	1369	1363
203	909	1808	1380	1376
204	915	1824	1394	1389
205	938	1831	1408	1403
206	962	1836	1424	1417
207	978	1840	1439	1430
208	989	1846	1455	1444
209	1000	1860	1470	1458
210	1007	1874	1483	1472
211	1031	1877	1498	1486
212	1061	1880	1514	1500
213	1080	1888	1529	1514
214	1090	1896	1544	1529
215	1098	1905	1559	1543
216	1107	1917	1575	1557
217	1129	1924	1587	1571
218	1151	1927	1601	1584
219	1169	1933	1615	1597
220	1173	1941	1633	1611
221	1186	1953	1647	1624
222	1194	1971	1662	1637
223	1229	1973	1671	1651
224	1247	1978	1682	1665
225	1269	1980	1696	1679
226	1294	1986	1713	1693
227	1302	1994	1729	1707
228	1317	2006	1744	1721
229	1334	2009	1754	1733
230	1356	2012	1765	1744
231	1369	2017	1775	1755
232	1381	2024	1788	1767
233	1387	2030	1802	1778
234	1397	2039	1814	1790
235	1435	2043	1825	1802
236	1459	2045	1837	1814
237	1480	2048	1847	1827
238	1495	2055	1859	1839
239	1507	2063	1872	1851
240	1517	2076	1886	1863
241	1560	2079	1895	1876
242	1600	2082	1905	1889
243	1641	2086	1915	1901
244	1672	2089	1928	1914
245	1692	2100	1940	1927
246	1703	2113	1954	1939
247	1753	2118	1963	1954
248	1796	2122	1973	1968
249	1831	2129	1985	1983
250	1852	2143	1999	1997
251	1865	2158	2013	2012
252	1872	2195	2024	2026
253	1885	2212	2038	2040
254	1891	2243	2049	2055
255	1898	2287	2060	2069
256	1903	2349	2068	2083
257	1909	2410	2077	2097
258	1913	2479	2085	2111
259	1928	2491	2100	2125
260	1935	2500	2114	2139
261	1940	2517	2128	2153
262	1942	2540	2139	2167
263	1945	2579	2151	2181
264	1949	2619	2160	2195
265	1962	2633	2174	2210
266	1971	2649	2193	2225
267	1978	2666	2210	2239
268	1981	2686	2226	2254
269	1985	2712	2239	2269
270	1989	2747	2252	2284
271	2002	2759	2265	2296
272	2011	2774	2277	2309
273	2016	2787	2291	2321
274	2023	2802	2305	2334
275	2028	2832	2318	2346
276	2033	2859	2330	2359
277	2043	2875	2342	2371
278	2052	2887	2354	2384
279	2061	2899	2367	2396
280	2068	2916	2378	2409
281	2071	2934	2390	2421
282	2075	2954	2402	2434
283	2089	2968	2415	2446
284	2095	2974	2429	2459
285	2105	2992	2444	2472
286	2113	3009	2458	2484
287	2118	3025	2471	2497
288	2122	3044	2486	2510
289	2132	3053	2499	2523
290	2138	3061	2515	2536
291	2144	3083	2527	2549
292	2153	3098	2541	2563
293	2156	3108	2553	2576
294	2164	3130	2567	2589
295	2178	3139	2580	2603
296	2186	3147	2593	2616
297	2198	3157	2605	2629
298	2209	3170	2620	2642
299	2214	3182	2634	2656
300	2221	3202	2647	2669
301	2243	3210	2663	2683
302	2251	3223	2680	2697
303	2261	3230	2695	2711
304	2267	3237	2711	2725
305	2274	3259	2726	2739
306	2281	3286	2740	2752
307	2295	3292	2752	2766
308	2307	3308	2766	2779
309	2319	3320	2780	2792
310	2326	3332	2792	2805
311	2332	3348	2803	2818
312	2336	3377	2818	2831
313	2353	3386	2830	2845
314	2364	3394	2846	2858
315	2376	3404	2863	2872
316	2383	3424	2878	2885
317	2391	3438	2891	2899
318	2399	3465	2906	2913
319	2408	3468	2916	2925
320	2418	3475	2928	2938
321	2426	3478	2946	2951
322	2433	3494	2962	2963
323	2437	3505	2976	2976
324	2446	3520	2988	2989
325	2454	3527	3002	3002
326	2473	3540	3017	3015
327	2480	3550	3033	3028
328	2488	3561	3048	3041
329	2494	3579	3064	3054
330	2500	3590	3076	3067
331	2520	3597	3088	3081
332	2535	3613	3101	3094
333	2549	3619	3117	3107
334	2561	3631	3132	3121
335	2570	3650	3146	3134
336	2579	3672	3159	3148
337	2602	3680	3173	3161
338	2621	3689	3185	3173
339	2639	3703	3197	3186
340	2655	3719	3210	3199
341	2664	3734	3223	3212
342	2673	3741	3235	3225
343	2690	3747	3250	3239
344	2697	3756	3265	3252
345	2711	3765	3278	3266
346	2724	3771	3290	3279
347	2729	3790	3305	3293
348	2737	3800	3320	3306
349	2766	3808	3333	3320
350	2788	3812	3345	3334
351	2799	3816	3362	3348
352	2818	3827	3376	3362
353	2824	3843	3389	3376
354	2835	3859	3405	3390
355	2863	3862	3415	3402
356	2887	3870	3428	3415
357	2898	3876	3442	3427
358	2905	3883	3454	3439
359	2911	3891	3466	3451
360	2919	3907	3478	3464
361	2939	3908	3491	3477
362	2954	3920	3504	3490
363	2966	3926	3520	3502
364	2974	3935	3532	3515
365	2980	3946	3545	3528
366	2993	3961	3559	3541
367	3027	3966	3571	3554
368	3046	3969	3583	3566
369	3074	3976	3596	3579
370	3085	3985	3611	3591
371	3098	3995	3625	3604
372	3107	4019	3638	3617
373	3136	4024	3651	3631
374	3158	4028	3664	3645
375	3178	4036	3678	3660
376	3203	4044	3692	3674
377	3220	4049	3707	3688
378	3231	4064	3721	3703
379	3261	4069	3734	3716
380	3292	4075	3747	3730
381	3311	4080	3759	3744
382	3326	4086	3775	3757
383	3345	4094	3788	3771
384	3364	4108	3803	3784
385	3394	4113	3816	3798
386	3420	4121	3830	3812
387	3443	4129	3843	3827
388	3462	4137	3857	3841
389	3470	4148	3871	3855
390	3487	4164	3884	3869
391	3526	4170	3893	3882
392	3558	4178	3905	3895
393	3581	4183	3916	3908
394	3601	4192	3928	3921
395	3619	4198	3940	3934
396	3630	4212	3953	3947
397	3672	4216	3964	3960
398	3709	4223	3974	3973
399	3737	4229	3986	3987
400	3756	4242	3998	4000
401	3771	4257	4012	4013
402	3779	4279	4025	4026
403	3794	4292	4040	4041
404	3808	4313	4054	4056
405	3817	4343	4067	4071
406	3825	4384	4078	4086
407	3830	4433	4089	4102
408	3835	4485	4100	4117
409	3852	4498	4115	4131
410	3862	4514	4130	4145
411	3873	4527	4140	4160
412	3879	4554	4155	4174
413	3883	4590	4169	4189
414	3887	4637	4180	4203
415	3908	4650	4193	4216
416	3915	4663	4208	4229
417	3921	4682	4223	4243
418	3925	4699	4236	4256
419	3929	4717	4249	4269
420	3936	4743	4260	4282
421	3952	4755	4275	4297
422	3962	4768	4291	4311
423	3971	4791	4306	4326
424	3974	4814	4321	4341
425	3981	4840	4334	4355
426	3984	4870	4346	4370
427	4003	4887	4363	4385
428	4014	4899	4379	4400
429	4019	4907	4395	4415
430	4026	4917	4412	4430
431	4029	4948	4426	4444
432	4034	4977	4440	4459
433	4047	4987	4457	4473
434	4060	4999	4471	4487
435	4069	5012	4485	4500
436	4078	5031	4502	4514
437	4085	5049	4518	4527
438	4090	5060	4531	4541
439	4107	5073	4545	4555
440	4121	5079	4560	4569
441	4133	5086	4574	4583
442	4148	5106	4587	4597
443	4156	5124	4600	4611
444	4159	5148	4615	4625
445	4176	5159	4629	4639
446	4190	5164	4644	4654
447	4203	5169	4660	4668
448	4218	5184	4674	4683
449	4224	5200	4692	4697
450	4230	5220	4708	4711
451	4251	5232	4724	4727
452	4265	5241	4740	4742
453	4279	5252	4756	4757
454	4290	5269	4770	4773
455	4298	5285	4786	4788
456	4307	5310	4802	4803
457	4333	5314	4816	4817
458	4354	5324	4831	4831
459	4367	5327	4843	4845
460	4378	5336	4861	4858
461	4389	5351	4876	4872
462	4400	5366	4890	4886
463	4416	5372	4903	4899
464	4432	5378	4918	4912
465	4443	5387	4934	4926
466	4452	5391	4945	4939
467	4460	5405	4958	4952
468	4471	5427	4973	4965
469	4484	5431	4983	4978
470	4500	5439	4997	4991
471	4513	5446	5010	5004
472	4522	5454	5024	5016
473	4534	5465	5038	5029
474	4543	5482	5053	5042
475	4569	5485	5066	5055
476	4585	5493	5078	5069
477	4602	5500	5091	5083
478	4617	5509	5108	5096
479	4632	5525	5120	5110
480	4646	5544	5133	5124
481	4666	5552	5146	5138
482	4687	5557	5163	5153
483	4708	5572	5178	5168
484	4721	5582	5195	5183
485	4744	5594	5210	5198
486	4755	5610	5226	5213
487	4778	5615	5239	5227
488	4804	5622	5252	5242
489	4822	5632	5265	5256
490	4834	5641	5280	5270
491	4845	5654	5297	5285
492	4856	5671	5312	5299
493	4885	5679	5322	5313
494	4923	5685	5333	5326
495	4941	5691	5345	5339
496	4966	5697	5357	5353
497	4979	5710	5371	5366
498	4987	5730	5386	5379
499	5000	5737	5398	5392
500	5017	5744	5410	5404
501	5024	5761	5424	5416
502	5030	5773	5437	5428
503	5036	5791	5448	5440
504	5044	5819	5461	5453
505	5051	5830	5470	5463
506	5059	5852	5479	5474
507	5068	5875	5487	5484
508	5077	5902	5496	5495
509	5085	5928	5504	5505
510	5093	5959	5513	5516
511	5100	5965	5525	5526
512	5112	5972	5535	5536
513	5121	5991	5546	5546
514	5128	6004	5555	5557
515	5134	6020	5566	5567
516	5140	6030	5574	5577
517	5148	6041	5584	5587
518	5157	6054	5593	5596
519	5169	6070	5601	5606
520	5182	6080	5611	5615
521	5190	6091	5620	5625
522	5202	6114	5628	5635
523	5215	6126	5640	5645
524	5222	6137	5651	5655
525	5230	6152	5661	5666
526	5237	6164	5673	5676
527	5240	6175	5683	5686
528	5245	6190	5692	5697
529	5253	6200	5703	5707
530	5265	6209	5711	5717
531	5272	6221	5721	5728
532	5279	6237	5731	5738
533	5287	6252	5741	5748
534	5293	6278	5750	5758
535	5304	6283	5761	5769
536	5312	6290	5771	5780
537	5318	6304	5783	5790
538	5327	6319	5794	5801
539	5333	6334	5805	5812
540	5340	6353	5811	5822
541	5350	6363	5821	5832
542	5359	6375	5831	5842
543	5370	6386	5841	5853
544	5377	6401	5850	5863
545	5386	6421	5861	5873
546	5391	6440	5871	5883
547	5405	6449	5882	5894
548	5416	6456	5892	5904
549	5422	6470	5902	5915
550	5427	6480	5911	5925
551	5432	6489	5922	5936
552	5439	6509	5931	5946
553	5459	6518	5944	5956
554	5466	6524	5954	5966
555	5481	6539	5964	5977
556	5490	6547	5975	5987
557	5499	6555	5985	5997
558	5505	6566	5993	6007
559	5520	6576	6004	6018
560	5531	6590	6015	6028
561	5540	6599	6026	6038
562	5543	6616	6036	6049
563	5549	6628	6045	6059
564	5556	6646	6055	6069
565	5566	6652	6066	6079
566	5577	6664	6077	6089
567	5585	6672	6087	6099
568	5589	6679	6096	6109
569	5596	6692	6105	6119
570	5597	6707	6115	6129
571	5610	6711	6125	6139
572	5619	6728	6135	6149
573	5628	6747	6148	6159
574	5635	6752	6158	6170
575	5643	6767	6168	6180
576	5653	6781	6179	6190
577	5665	6791	6191	6201
578	5672	6802	6200	6211
579	5681	6810	6210	6222
580	5687	6819	6223	6232
581	5693	6828	6233	6243
582	5699	6839	6244	6254
583	5713	6843	6254	6264
584	5722	6854	6266	6275
585	5732	6861	6277	6286
586	5737	6869	6288	6296
587	5747	6886	6301	6307
588	5757	6898	6313	6318
589	5774	6902	6319	6328
590	5781	6909	6329	6338
591	5792	6919	6337	6348
592	5798	6938	6348	6358
593	5807	6952	6361	6369
594	5814	6960	6370	6379
595	5826	6972	6384	6389
596	5840	6983	6393	6400
597	5848	6991	6401	6411
598	5859	6999	6412	6421
599	5869	7011	6423	6432
600	5877	7031	6433	6443
601	5895	7037	6445	6454
602	5910	7047	6458	6465
603	5918	7058	6470	6476
604	5927	7065	6482	6488
605	5940	7083	6493	6499
606	5946	7099	6504	6510
607	5958	7105	6513	6521
608	5970	7111	6525	6531
609	5978	7117	6537	6542
610	5986	7120	6547	6552
611	5991	7133	6557	6563
612	5996	7148	6566	6574
613	6007	7157	6578	6584
614	6015	7168	6588	6594
615	6027	7183	6601	6604
616	6034	7197	6612	6614
617	6046	7211	6623	6624
618	6048	7222	6635	6635
619	6061	7231	6643	6645
620	6070	7245	6653	6655
621	6078	7261	6664	6666
622	6089	7268	6674	6676
623	6096	7275	6684	6686
624	6102	7283	6695	6697
625	6113	7290	6704	6707
626	6126	7296	6716	6717
627	6144	7302	6725	6728
628	6152	7310	6733	6738
629	6160	7325	6744	6748
630	6163	7344	6753	6759
631	6183	7347	6763	6769
632	6203	7355	6776	6780
633	6219	7364	6785	6791
634	6230	7376	6796	6801
635	6236	7383	6807	6812
636	6246	7402	6815	6823
637	6258	7403	6827	6833
638	6272	7417	6836	6843
639	6282	7427	6845	6853
640	6292	7432	6856	6864
641	6302	7444	6867	6874
642	6314	7458	6881	6884
643	6327	7465	6888	6894
644	6342	7480	6899	6903
645	6354	7489	6908	6913
646	6361	7494	6919	6923
647	6365	7504	6930	6933
648	6373	7522	6943	6942
649	6384	7534	6951	6952
650	6391	7539	6961	6962
